13	28	5	882398814
18	28	3	880129527
1	28	4	875072173
13	29	2	882397833
22	29	1	878888228
5	29	4	875637023
7	29	3	891353828
11	29	3	891904805
1	29	1	878542869
30	29	3	875106638
1	30	3	878542515
1	31	3	875072144
41	31	3	890687473
16	31	5	877717956
28	31	4	881956082
7	31	4	892134959
44	31	4	878348998
7	32	4	891350932
23	32	3	874785809
6	32	4	883601311
1	32	5	888732909
31	32	5	881548030
10	32	4	877886661
14	32	5	890881485
13	32	4	882140286
18	32	2	880132129
1	33	4	878542699
10	33	4	877893020
13	33	5	882397581
16	33	2	877722001
1	34	2	878542869
1	35	1	878542420
38	35	5	892433801
1	36	2	875073180
1	37	2	878543030
13	37	1	882397011
11	38	3	891905936
49	38	1	888068289
1	38	3	878543075
42	38	3	881109148
13	38	3	882397974
49	39	2	888068194
1	39	4	875072173
11	39	3	891905824
13	39	3	882397581
7	39	5	891353614
16	39	5	877720118
43	40	3	883956468
49	40	1	888069222
5	40	4	879198109
13	40	2	886302815
11	40	3	891905279
1	40	3	876893230
10	40	4	877892438
24	41	5	875323594
1	41	2	876892818
13	42	4	882141393
5	42	5	875636360
14	42	4	879119579
49	42	4	888068791
18	42	3	880130713
11	42	3	891905058
1	42	5	876892425
42	43	2	881109325
1	43	4	878542869
42	44	3	881108548
7	44	5	891351728
1	44	5	878543541
13	45	3	882139863
18	45	5	880130739
1	45	5	875241687
1	46	4	876893230
1	47	4	875072125
49	47	5	888068715
11	47	4	891904551
43	47	1	883955415
18	47	3	880131262
6	47	3	883600943
7	47	5	891352692
42	48	5	881107821
10	48	4	877889058
13	48	5	882139863
1	48	5	875072520
18	48	4	880130515
49	49	2	888068990
1	49	3	878542478
43	49	4	883956387
13	49	4	882399419
2	50	5	888552084
8	50	5	879362124
28	50	4	881957090
48	50	4	879434723
43	50	4	875975211
25	50	5	885852150
4	50	5	892003526
14	50	5	890881557
12	50	4	879959044
23	50	4	874784440
27	50	3	891542897
10	50	5	877888545
6	50	4	883600842
15	50	5	879455606
45	50	5	881007272
5	50	4	875635758
49	50	1	888067691
46	50	4	883616254
37	50	5	880915838
26	50	4	891386368
30	50	3	875061066
1	50	5	874965954
21	50	3	874951131
13	50	5	882140001
42	50	5	881107178
44	50	5	878341246
9	50	5	886960055
22	50	5	878887765
18	50	4	880130155
32	50	4	883717521
20	50	3	879667937
7	50	5	891351042
41	50	5	890687066
